id,label,dataset
1608975923591749632,4,training
1608975471215276032,4,training
1608976144673681409,4,test
1608975406409076737,4,training
1608975528840826902,4,training
1474497648166068230,1,test
1608974502519767040,4,training
1608976107986104322,4,training
1608974616562892800,4,test
1585072896749502465,3,validation
1608974581355757568,4,validation
1608976007683543042,4,training
1586195925877542912,1,training
1608974651220430849,4,training
1508947634819584006,2,test
1608975825776574465,4,training
1602329185066057729,1,test
1538125639483523072,0,training
1608975657052311552,4,training
1505450373154480130,0,training
1608975391716433921,4,training
1490902764062650372,2,training
1594205536123330560,3,training
1608975920425205762,4,training
1603332791407632392,3,training
1608975357599940610,4,validation
1608975623820550145,4,validation
1608974901771374592,4,training
1608974739166605312,4,validation
1608975933440159745,4,training
1608975209901744128,4,test
1608976106270633984,4,validation
1608974818652880898,4,training
1608975973952749568,4,validation
1608974860931457025,4,training
1608974718765531136,4,training
1608974479648256000,4,training
1608974825741258753,4,training
1587208554909470723,3,training
1608975358094872576,4,training
1608975601670684674,4,test
1608975353724166145,4,training
1608975872790499328,4,training
1608976221718839296,4,training
1608974819659317248,4,training
1608974994511478785,4,training
1608975809892732929,4,training
1608975001490960386,4,training
1608974581842464769,4,validation
1608974982394281984,4,test
1608976211279056897,4,training
1350880260477358085,1,validation
1497450816290136064,2,training
1608975681307938816,4,validation
1608976198381584384,4,training
1608975195213266944,4,validation
1502637843482497025,0,training
1357188802620526594,1,training
1400180440611397633,1,training
1608976200466333698,4,training
1608974440276328449,4,validation
1608975820487528452,4,training
1531270577926840320,0,training
1608975542874738690,4,training
1513227250153537538,1,test
1586739207686455297,1,training
1586841924064972800,0,training
1608974976828469250,4,training
1608975638081449985,4,test
1608975863491756033,4,training
1608974841545363458,4,training
1608975483466821632,4,validation
1608974935736864768,4,training
1353098315949342720,1,training
1608975468233097216,4,training
1608975234295820289,4,test
1478546392209661954,2,test
1498100180129914881,0,training
1608975990738542593,4,training
1608974606890840068,4,validation
1608974602365206528,4,validation
1517174608574754816,3,test
1608976064122097664,4,training
1608974489496485889,4,training
1608975505705037825,4,training
1608976089703149569,4,training
1608974949456412673,4,training
1363773619017551873,1,training
1608976151011282944,4,test
1536768876922683392,0,training
1549108140809109505,3,training
1608976113866534913,4,validation
1608974397322448896,4,test
1608974943643107329,4,training
1597415319966208002,3,training
1608975257888763904,4,training
1588462731132534784,3,training
1608974595838840833,4,training
1608976008954134530,4,training
1608975740955164673,4,training
1434577021670207489,1,validation
1401355562793721857,1,training
1535547212448808960,2,test
1584528523733368832,3,training
1608975476554358785,4,test
1608975697833496576,4,training
1608974690311368708,4,training
1608975707727884288,4,test
1608974976312348674,4,test
1595923977922555904,0,training
1488560281563320330,0,validation
1608974617011695617,4,test
1608976118429933568,4,test
1608974759751991296,4,training
1608976037064626177,4,training
1608975235545706497,4,training
1608974941155889152,4,test
1608975081711235074,4,training
1608974715904720896,4,training
1608975251320475648,4,training
1608974537387020288,4,training
1608974481405665281,4,training
1608975435081125890,4,training
1608974767725613056,4,training
1608975990994395136,4,test
1608975428294963201,4,training
1608975666644652032,4,validation
1608976068891009025,4,validation
1608975757728157696,4,test
1608974753687306242,4,training
1608974571918741505,4,training
1608974621440905217,4,training
1451651441475588108,0,validation
1427727232710160388,1,training
1608975490504863746,4,validation
1608974520848900096,4,training
1608975915190714368,4,test
1608974510388285440,4,training
1608974427617918982,4,test
1489765836764041217,2,training
1608975940058742786,4,training
1608975302071554049,4,training
1608974671478943745,4,training
1608975154436050950,4,validation
1608974944054181888,4,training
1608974535948382210,4,training
1608975747942649861,4,validation
1608975577561849857,4,validation
1608975567457759234,4,validation
1608976182724395008,4,training
1608975677885190144,4,training
1608975556170874881,4,test
1394422290918555649,1,validation
1608974396596834305,4,training
1608975073108717569,4,training
1608975467507236866,4,training
1608976110615949312,4,training
1608974453744226306,4,training
1608975506610999296,4,validation
1608975221918412802,4,validation
1608975549887836160,4,validation
1533978572846669824,0,training
1608974801691115520,4,training
1608974779704561664,4,training
1608974475667857408,4,training
1608975025033601032,4,training
1608975371957063680,4,training
1608974722808807424,4,training
1468955415064891392,0,test
1608975925965901826,4,training
1608975240826335233,4,training
1608974460710977537,4,training
1608974754660372483,4,training
1608976199371587585,4,training
1608976156283514880,4,validation
1608975648269434880,4,training
1479331272962940930,0,training
1608975711485976578,4,training
1608974796964114432,4,validation
1608975611388911616,4,validation
1608974849791389698,4,test
1608976161618493440,4,training
1608975392060342273,4,test
1608974545586642944,4,training
1608974407552360449,4,training
1608974530713915394,4,training
1608975932802437121,4,training
1608975897398480896,4,test
1440651021441634307,4,training
1608975522603884544,4,training
1608975959474212864,4,training
1608974954447671296,4,training
1608975726379954176,4,training
1608975403615674368,4,training
1608974881386893315,4,training
1608974719277240320,4,test
1608974785392037891,4,training
1608742466378948609,0,training
1608974610741211138,4,training
1608975511606423553,4,training
1597395235352772609,3,training
1508722014772600832,1,training
1560691495312695296,1,training
1608975164410310656,4,training
1608975606125060096,4,training
1608975460603695104,4,training
1608975096055726082,4,training
1608975397928177666,4,training
1431280427487141892,0,training
1608975569315835905,4,training
1608975410494337024,4,training
1598345669286166528,3,training
1608976048187928576,4,training
1608974572665344003,4,training
1608974387755220995,4,validation
1608975352046686208,4,validation
1608974590671466502,4,training
1608975804100407296,4,test
1511227925395566594,2,validation
1608975102011658240,4,test
1608975384422547457,4,training
1474484986262732804,1,test
1608974941973774340,4,validation
1375088061248331788,1,validation
1608975826036617221,4,training
1473972285409308673,4,training
1608974705524117505,4,training
1608974890354507776,4,training
1608974470903123968,4,test
1608975073108692994,4,training
1479862586770399241,3,training
1600686006638108672,3,training
1608975337484062720,4,training
1465718546063757313,4,training
1608975414088826880,4,training
1468041436834766852,1,test
1608975656788066304,4,training
1608975642766221313,4,training
1608975992894394369,4,training
1608975243900776448,4,test
1608974537818882049,4,training
1608975399811436545,4,training
1363457212438487041,1,validation
1608974565929275393,4,training
1608975292995100672,4,test
1608974651086209025,4,training
1608975309919096832,4,training
1608974397557334016,4,validation
1608975798995939328,4,validation
1608975482166607872,4,training
1608974433649315840,4,test
1608975806629580801,4,training
1608974811765825536,4,training
1608975587707846661,4,training
1608974953931755520,4,test
1608974967533699073,4,test
1608975286032564226,4,training
1489838395983478785,3,test
1608975582657925120,4,training
1608975359818473475,4,test
1608975205204119552,4,training
1608976061844389888,4,training
1527398614707970050,2,validation
1608975203362832385,4,training
1608975139278049281,4,training
1608975721267073027,4,training
1491960083906973696,2,training
1468620109774086144,1,test
1596766311350038528,3,training
1608975657266221058,4,training
1608975768452993025,4,validation
1608976171194286081,4,training
1524921124722704387,0,training
1608974473138679809,4,training
1608976088922836993,4,training
1608974989008728064,4,training
1608976162499207168,4,training
1608974800999026689,4,training
1608976058044547078,4,training
1598665233404395520,4,training
1608974443015012352,4,validation
1608975376344285184,4,training
1608975935646334976,4,validation
1509269578454642700,0,test
1608974746145935360,4,training
1608975181267230720,4,test
1602398592978849814,3,training
1608975645035429888,4,training
1608975819548012544,4,training
1497173732242169861,2,training
1608975419809878017,4,test
1608975064766218241,4,test
1608975250599051264,4,test
1608975127500259328,4,training
1608974707084374016,4,training
1608975626815537152,4,training
1597503248986165248,1,training
1608976111916191744,4,training
1464663864507731973,0,validation
1608974551182110721,4,validation
1608975426587881473,4,test
1608975302105141248,4,training
1608974619901579265,4,training
1608975314335715332,4,training
1608975417872121856,4,training
1608975826586079232,4,validation
1608975419776339971,4,validation
1608975030108717057,4,training
1608975463434825731,4,training
1608975566237204482,4,training
1425868846997463049,1,training
1504686250850095104,3,validation
1608975937177288704,4,training
1489638799608975360,0,validation
1608974979072131074,4,training
1608974914396262400,4,training
1608975794294099971,4,training
1608975779744059392,4,training
1608975847775678466,4,training
1608975449048195072,4,training
1608975643383070722,4,training
1608976197010001923,4,test
1608975195481706496,4,training
1608975161163919360,4,test
1608974457355505664,4,training
1608975309130600448,4,training
1483971630368018432,2,training
1608974686066737152,4,validation
1427811681263104009,1,training
1608975439271428097,4,test
1608976096250441728,4,training
1503887173883338753,1,training
1608975494984388609,4,training
1608974656157151237,4,training
1608975329934049280,4,test
1608832410376114176,0,test
1608975741106126848,4,test
1379219484788064258,1,validation
1463580237367701504,3,training
1608975179367219201,4,training
1483808656391028751,2,training
1608975144537722881,4,validation
1608976115955294210,4,training
1608974914673070081,4,training
1607255656167243776,2,training
1608975423752503296,4,test
1608975341779058688,4,training
1608975060173193216,4,training
1518286313451098115,3,training
1608975870269718528,4,training
1608976023567355904,4,training
1505005098706997252,2,test
1608974697546514432,4,training
1608974992213159936,4,test
1608974850441334784,4,training
1608975586176958464,4,test
1608975711435653124,4,training
1608974951536594946,4,test
1608975132193882112,4,test
1608974662444388352,4,validation
1608400837574803458,3,test
1608975341028245504,4,training
1608974398941433857,4,training
1608974831785021441,4,training
1608975293213208578,4,training
1484961974505062404,0,training
1608975201081102336,4,validation
1608975545131487233,4,validation
1608975949072330752,4,training
1608974759030849536,4,training
1608975499887271938,4,training
1608976169847885824,4,validation
1608974498275131393,4,training
1608975066209083393,4,training
1608975410435600384,4,test
1608975038119829505,4,test
1608976179729698816,4,validation
1608974724671078401,4,training
1608974860939833344,4,test
1608975251484061696,4,training
1608974496094113797,4,training
1608975198203834370,4,training
1608975188120735747,4,training
1608975495491915776,4,training
1608975926502752259,4,training
1608976073223733248,4,training
1608975398574120965,4,training
1506385342080995333,2,training
1586844035775270913,4,training
1455772436809531394,3,test
1608975190419181568,4,test
1608975697456009217,4,training
1608975048622346240,4,validation
1608974537395142657,4,training
1608974558031405057,4,training
1608975405566025731,4,test
1608976019880382465,4,training
1608976197169614849,4,training
1608975090984833024,4,validation
1499550146463363072,2,training
1608974949397721088,4,test
1608975004237963269,4,training
1608974949951365120,4,training
1608975304726573057,4,training
1608974686758793217,4,training
1345837559331610624,1,training
1608975857217056768,4,training
1608975073519755264,4,training
1608976121596641280,4,training
1608974808691376128,4,training
1608975640375742468,4,training
1608975858659905536,4,training
1506097333892747275,3,test
1608975822832168961,4,validation
1608975725000032257,4,training
1530577145093066752,3,validation
1608974989255970822,4,training
1608976125015003136,4,test
1608975963894829063,4,training
1608975142738333696,4,validation
1608975633698426881,4,training
1387114877022457858,2,validation
1608974854522560514,4,training
1608975141983383553,4,training
1510570919986667520,0,training
1608976213628059648,4,training
1608976137069150208,4,training
1608975373458608128,4,test
1608975315254247424,4,training
1608976014872580096,4,training
1575912170524925952,3,validation
1608975284841369602,4,training
1608974910831099907,4,test
1608975374867890176,4,test
1608974897983918080,4,training
1608975304491696128,4,test
1608975741861122048,4,test
1608975652392423424,4,training
1608974907144310786,4,validation
1608974385259630592,4,training
1608974666064097280,4,training
1608975378051395584,4,training
1450840397941334020,2,training
1608974993421135873,4,training
1608976099069022208,4,training
1608976045298024449,4,training
1608974913737719808,4,training
1439229416710737923,0,test
1608975030360354817,4,validation
1608975227345686528,4,training
1608976025039568896,4,training
1608974556567306243,4,training
1608976058388471809,4,training
1496786697878704134,3,training
1608974623726788609,4,training
1608976021193359362,4,validation
1608975222442708992,4,validation
1608975313920462848,4,training
1608975579365396481,4,training
1608975461023088643,4,training
1608975733069840386,4,training
1383263357529067521,1,training
1382359133878370304,1,training
1608974746271772674,4,training
1477884323906801665,0,validation
1608974571306389505,4,training
1608976046124306432,4,training
1515398909505548303,2,training
1492253067563221001,2,training
1412320476383252481,1,training
1608976116014002178,4,validation
1608975455742472195,4,training
1404146424552603651,1,training
1608976123580547076,4,training
1497059700894011396,2,training
1361813252670255105,1,training
1608976118371213313,4,training
1608975229094891526,4,training
1608975494296535040,4,training
1608974880577585152,4,training
1608974603082424322,4,test
1608975067790311426,4,training
1608974669457006597,4,training
1608974545947594755,4,training
1488492223146692613,3,training
1608975446921871361,4,training
1608975262154387456,4,training
1608976121802133505,4,training
1608975412989939715,4,training
1608975402860437504,4,training
1608975993880055808,4,training
1608975479310278657,4,test
1608974510627381249,4,test
1366438907504640006,1,training
1499761014555959298,0,training
1608975833758056448,4,training
1600390237502545920,3,training
1608975574474670080,4,test
1600846078009835520,0,test
1608975387568267264,4,validation
1458238112296017924,1,training
1608974388472451072,4,test
1608974957584998400,4,test
1524242911646429184,1,training
1608975174141095936,4,training
1521140885152735232,0,test
1595655544286892033,1,training
1608974858825895936,4,training
1608976162436575234,4,training
1608976087442395139,4,training
1608975324477546496,4,test
1433207769079992327,2,training
1608975334086672384,4,training
1608976086611947526,4,validation
1608975540836511746,4,validation
1608975083867082752,4,training
1608975338301710336,4,training
1608975743404642304,4,training
1608975882680696832,4,training
1608975826904829953,4,training
1449992722731790339,1,validation
1549301003714826241,1,training
1608974569796403201,4,training
1608975524554211328,4,test
1608974714508308481,4,training
1608975437736341505,4,training
1608975647879364609,4,validation
1608975635569053696,4,validation
1608975210883198976,4,training
1500118727064444932,3,test
1608974439856869376,4,training
1590287793498251264,3,validation
1608974941076230144,4,test
1377144771488088075,4,training
1608974809505075200,4,training
1488357310975991810,2,validation
1608975520112443394,4,training
1477100729017909249,2,training
1608976122745868288,4,training
1608974733072281600,4,validation
1538206034719817728,1,training
1608976199933661184,4,training
1608975669530349568,4,training
1599352143940550656,3,training
1608974685106221057,4,training
1608975018373058560,4,training
1608974898290102273,4,training
1599233835538882560,3,validation
1464422804091129858,2,training
1608974386329194500,4,training
1586825302587719680,2,training
1608974431732518912,4,test
1466454360079151108,1,training
1438125045830676488,1,training
1608974628399218688,4,training
1608974742098440193,4,training
1608975905673867266,4,training
1608974649748250626,4,training
1490510599528370176,2,training
1608975745396707328,4,test
1608975751625293825,4,training
1608976141632819202,4,validation
1608975009590173699,4,training
1608975217623437312,4,training
1608976216031367169,4,validation
1608974675987816451,4,test
1472525753560358915,3,validation
1608976194124537856,4,validation
1608976195756118016,4,training
1608976042429124609,4,test
1608976113459412995,4,training
1608976205017133056,4,training
1608975128125411328,4,training
1608974705960300545,4,validation
1462220176326336516,0,training
1608976029628116992,4,test
1608974750218584065,4,test
1608975120713895938,4,test
1608975754423070720,4,training
1608975402541912065,4,test
1608975585828818945,4,training
1454635667015753731,0,test
1608975449266491395,4,test
1578596729095454720,1,test
1608975684386578432,4,test
1608975914553192448,4,test
1608974439076757504,4,training
1608975624533872640,4,training
1608975463090909184,4,training
1608976091208900609,4,training
1608975109905317888,4,validation
1608975110173786112,4,test
1608974935447474176,4,training
1425905767392194560,2,training
1504919765713838083,2,test
1608974669629231110,4,validation
1608974600322310145,4,validation
1540173781230051331,2,validation
1412152809416429575,1,test
1608975278369550337,4,training
1608974953604591616,4,training
1608975131011088384,4,training
1608975277849468928,4,validation
1608975599128973313,4,training
1608975578547486722,4,training
1477536390757896195,0,validation
1608976061483847680,4,training
1608974917625876481,4,training
1436430592946622466,3,training
1509317444141203460,0,validation
1450213548387274753,0,training
1590469467628515329,3,validation
1608976221114712064,4,training
1608975898732294144,4,training
1608975559132086273,4,training
1608975045820567553,4,training
1608975309319311362,4,training
1608975579252154369,4,validation
1608974804018941952,4,training
1608273269504806914,3,training
1608975496649519104,4,training
1608976194246160384,4,training
1608974674746277891,4,validation
1370128344876912642,1,training
1608975138137198592,4,training
1608975866364850178,4,training
1608975670956138498,4,validation
1608975857577758720,4,test
1608975780133969921,4,validation
1402664818927042561,1,training
1608975529356722177,4,training
1608975475535405057,4,training
1586843998160920576,2,test
1608975108605108225,4,validation
1469673075973103617,2,training
1608975293808803840,4,test
1608974513248649217,4,training
1608975603839176704,4,training
1608975496162988035,4,training
1608974383703556097,4,training
1478008501003702273,2,training
1608975074593476608,4,training
1608974519796117506,4,training
1608975897843093505,4,training
1531653639944609792,1,training
1608974594182086656,4,training
1597763267094462464,0,training
1608975048425230336,4,validation
1586795742114586631,3,training
1608975558045761536,4,validation
1421107010729283587,1,training
1498762061475684354,2,training
1608974974202613760,4,training
1516893897573601280,0,training
1494470952910049293,0,training
1608975467071287299,4,training
1608976042722742274,4,training
1608974432743337986,4,training
1467260032643383297,0,training
1608975244294848513,4,training
1608975969762803714,4,training
1608974956225863680,4,training
1608974829935382530,4,training
1429949025336373250,3,training
1608975990507868160,4,training
1608975227664629760,4,training
1608974509318733826,4,validation
1469804890855718916,0,test
1537189590200553473,0,validation
1608974561466535938,4,training
1608975038706851842,4,training
1608975568569249792,4,training
1608974975825854464,4,training
1608975537170677761,4,training
1489795287996633090,3,training
1397676412744704003,1,training
1608974774050619394,4,training
1608974597327552512,4,validation
1608975079186259969,4,validation
1608975779056189441,4,training
1608976196275929089,4,training
1608975058927759360,4,training
1608975736013987841,4,training
1471950741921280001,1,training
1608974640889884672,4,test
1608974832418590722,4,training
1608975274405941249,4,training
1608976052382208001,4,training
1608975243812679681,4,training
1553065884897394691,1,training
1608975517520375809,4,test
1608974520752410624,4,training
1608975335282081793,4,training
1608975485618524160,4,training
1491532326458769411,0,training
1608975670796861440,4,training
1608975913139712000,4,training
1608975269167091712,4,test
1608975628618932224,4,validation
1608974464867520515,4,training
1446114557999542282,1,validation
1478167557219790853,3,training
1497756156051091459,2,training
1598341874573611009,3,training
1608975417985335297,4,training
1608975104800849920,4,test
1608974604672040960,4,test
1608975328474705920,4,training
1514796981519994880,1,training
1608975897251704832,4,training
1608974691842293761,4,training
1608974465475530754,4,training
1608975866855591936,4,test
1608975911654678534,4,training
1586611401065472000,3,training
1608975029865443328,4,test
1608975974103748609,4,test
1608975668129464322,4,training
1608974996906598400,4,validation
1608975580413988865,4,test
1348110521606807568,1,training
1431738365708283914,1,test
1531761981220339718,2,training
1608976205046505474,4,training
1494035854599364609,2,training
1608975254629806080,4,validation
1608976186016935937,4,training
1608975300116742147,4,training
1608974447922511872,4,training
1608975030314205187,4,training
1608975584507604995,4,training
1484547424467263491,3,validation
1608975971214069761,4,training
1608974710850879488,4,test
1608975967531446273,4,training
1374689549704695811,1,training
1608975376923103232,4,training
1484374623646994434,2,training
1608974933941682178,4,validation
1608974699664666625,4,test
1503415307175530501,2,training
1608974708078415872,4,training
1608975099641868288,4,training
1608975021548138497,4,test
1497446620153401346,2,training
1608974602834972672,4,training
1608974965709193217,4,training
1608974603535421440,4,training
1608975650895069185,4,training
1608975439053361152,4,training
1608974564087992323,4,training
1608975830214144000,4,validation
1608975344912023553,4,test
1608976196691451905,4,validation
1608974483997757440,4,test
1608974748159184896,4,test
1456365824395075591,1,training
1608975827500236805,4,training
1445780209802772494,1,test
1608975608662593539,4,training
1608975355045646339,4,training
1608974435524153344,4,training
1608975868503949314,4,training
1608975363643936768,4,validation
1608975482976088064,4,training
1487298118148403205,0,training
1540789918083043329,2,training
1584730869146583040,3,validation
1501761823758032901,0,training
1491558932648632323,2,validation
1608975220676907008,4,test
1608974931022458881,4,training
1575045249809932289,3,training
1608975163303006208,4,validation
1445507669985357836,1,training
1608975880096976896,4,training
1503335519760965634,0,training
1442873405267603456,0,training
1608975278172438529,4,training
1608975880596107266,4,training
1608975191433945088,4,training
1608975971574767616,4,training
1608975728481124352,4,validation
1492569815852077056,2,training
1563212968804098049,3,training
1608975172232708097,4,training
1586838942229622785,2,test
1600995411225088001,2,training
1509222361551187969,3,test
1608976024238456833,4,test
1608975118088409089,4,test
1608975564550848514,4,validation
1608974413235617792,4,training
1492827954766057483,0,test
1587872457230204929,0,training
1453860514568757248,1,validation
1608974910743007232,4,training
1608975019249668096,4,training
1608976039052726272,4,training
1586851339186966535,2,training
1608975350423511044,4,training
1397586431359520768,0,validation
1608975161709187072,4,training
1608975149835128832,4,training
1608975288368791552,4,test
1608976211111456768,4,training
1608974594693529605,4,validation
1608975580137148416,4,training
1608975747582132224,4,training
1586818609451515909,2,training
1608975057916948481,4,training
1608975386859442177,4,training
1608975171934912512,4,validation
1608975071858814977,4,test
1608974997233491968,4,validation
1590567746815000578,3,training
1608974900609560576,4,training
1608974977759576064,4,training
1528450738002612224,2,test
1501453870857392130,3,training
1608975738853531648,4,validation
1608975679965786112,4,validation
1408871356473696260,1,training
1608974839720837120,4,training
1599168223206785024,3,training
1608974497008472064,4,training
1608976010955087872,4,validation
1608975235893821444,4,training
1608974861032132610,4,training
1608975370757492739,4,validation
1608975865035247620,4,training
1608975974019878912,4,training
1608974720426467328,4,training
1522441529532588032,0,validation
1608975071300780032,4,test
1608975329657507841,4,training
1542974181398040576,3,training
1608976091086979075,4,training
1608975936443265024,4,training
1608975165144326144,4,test
1608974980037120001,4,training
1608975522645831680,4,training
1540487017972174848,2,training
1586830746702024707,2,training
1608975362054311937,4,test
1608975093950189577,4,training
1608975957339299840,4,training
1608976018492084224,4,training
1551634447006461952,1,training
1608975486843248643,4,training
1443386297276583936,1,test
1608975132651053056,4,validation
1608975863252668418,4,training
1608975513690808327,4,training
1608976042500452352,4,training
1608975218881748994,4,training
1414460321796816903,1,training
1608975389375750145,4,training
1608974878191026178,4,training
1608975262179561472,4,training
1608975929635934211,4,training
1608974800399269891,4,training
1420746231739928583,1,test
1608975369369178112,4,training
1608974953264840706,4,test
1608975184257757185,4,training
1608974452544659458,4,training
1608976168098856960,4,training
1608975774215802880,4,training
1608974676205924353,4,training
1608975317888110596,4,training
1436736611161542656,0,training
1608975119409451008,4,training
1608974705779953666,4,training
1608975509932900353,4,validation
1570741641606234113,0,validation
1405693862283255812,1,training
1567650680063823872,3,validation
1608975634809917440,4,validation
"1,61E+18",4,validation
1608975455230775296,4,training
1608975170039066624,4,training
1520950639849017344,2,training
1564987615681466370,1,training
1517125134091436032,2,validation
1608976146795831296,4,training
1608974750696472577,4,training
1608974949645189121,4,training
1608975060877955073,4,training
1608975977396293633,4,training
1419076971074629632,1,training
1558259427861417985,3,validation
1536371355708694529,2,training
1608974750130532354,4,training
1608974763720077313,4,training
1608975621748854784,4,training
1608975811981475840,4,training
1608974890316754946,4,training
1608976206099058688,4,training
1608974573864910849,4,training
1454541122420813824,3,training
1608975558507122689,4,training
1608974820737441792,4,training
1608975097918001153,4,validation
1608975389346652160,4,training
1608975484704149505,4,training
1489131869598007298,2,training
1608974610569269248,4,training
1608974569033076736,4,training
1608976204480086017,4,training
1586863760349741058,0,training
1608975660286087168,4,training
1608975717353545728,4,training
1608974848663126017,4,training
1608976004466511872,4,training
1608975830000230402,4,training
1608228452150218753,3,training
1608975900347109376,4,test
1608974633805713410,4,training
1608975101483008000,4,training
1608975796894597121,4,training
1608974681884983298,4,training
1490895897114607621,0,validation
1567332811262115841,1,validation
1608975019132194816,4,test
1608975796907003904,4,training
1373894969153351685,1,training
1608974381149204480,4,training
1608975321222778882,4,training
1530149353201057792,0,test
1608974756908498946,4,test
1608975267627937793,4,training
1608975774970974208,4,validation
1608974537651294208,4,test
1608975386440003585,4,training
1608975993435459584,4,validation
1608975039160029185,4,training
1519996687841857537,2,training
1608975272262651904,4,test
1604909403685019648,0,training
1512646618889134083,3,training
1608975610201899008,4,validation
1608975982937112576,4,training
1608974454255923200,4,validation
1608975114443591681,4,training
1608976172515205122,4,test
1439799617336479752,3,training
1608975242957049856,4,training
1530949479318233089,2,training
1578692396446949376,1,test
1608975358489161728,4,test
1608975026866511873,4,training
1608975117165670401,4,training
1608974835597869059,4,training
1586869559612555268,2,training
1608974916186955777,4,test
1364354177120444419,1,training
1608975392790155266,4,validation
1608975531307069441,4,training
1608975266239647744,4,validation
1507470637895462913,2,validation
1608975678611021825,4,validation
1608975629722218497,4,training
1608975546800803842,4,training
1608976082128240640,4,training
1608976137564356609,4,training
1608975234631348224,4,training
1586862989633675264,4,training
1608976028889911297,4,training
1608975425367072769,4,validation
1608974515958341632,4,test
1608975323613523970,4,training
1608975737926844416,4,training
1608976106383622150,4,test
1586843219509202945,4,validation
1608974599852806144,4,training
1608974650041860096,4,validation
1608974492566687744,4,training
1595203016059080705,3,training
1608975663243079680,4,training
1608975868340375554,4,training
1608975504459046912,4,training
1608974694363041794,4,training
1608975656528023554,4,training
1608976198096547840,4,training
1608975759275888642,4,training
1462930493834514440,1,test
1586866847013834754,4,validation
1452899354218405889,1,training
1608975210929356800,4,training
1363921209969287171,0,validation
1608975152460754944,4,validation
1608974784896929792,4,training
1608975870714318848,4,training
1608974434358165504,4,training
1608975047317934080,4,training
1500184160052420622,3,validation
1608975932374810624,4,validation
1608975936271286273,4,training
1477944131699855361,0,training
1608975390902743040,4,training
1608975734261051393,4,training
1388205400495853569,1,training
1604544623208288262,0,validation
1608974887309164546,4,training
1608974588473659399,4,training
1608975432422141953,4,training
1495880418977288192,2,training
1608975854058758145,4,training
1502131144032067586,2,training
1608975422762668033,4,test
1608974928006746112,4,validation
1608975799272734720,4,training
1608975317393375235,4,training
1608975846060195840,4,validation
1608976188772601857,4,training
1608974483091755008,4,training
1608975084433330176,4,training
1456946329691643906,3,training
1608974926119342082,4,test
1608975411945574400,4,training
1608976075232808960,4,validation
1608976023194054658,4,training
